tags,hits,count,hits_grade
炬心主题团日活动,199,1,9.95
路桥专业,199,1,9.95
Materials》,199,1,9.95
支部工作,200,1,10.0
贫困优异生,200,1,10.0
战疫史诗,200,1,10.0
816工程,200,1,10.0
重庆市肿瘤医疗质控中心,200,1,10.0
桐梓县,200,1,10.0
2020届研究生,200,1,10.0
升学就业动员会,200,1,10.0
研学之旅,200,1,10.0
I学I行,200,1,10.0
党委扩大会,200,1,10.0
师生党员,200,1,10.0
论文写作指导讲座,200,1,10.0
不忘初心抓落实,200,1,10.0
肿瘤医疗质量管理检查,200,1,10.0
职业领航,200,1,10.0
就业工作坊,200,1,10.0
党旗飘扬,200,1,10.0
爱学爱行,200,1,10.0
无领导小组讨论,200,1,10.0
开幕会,200,1,10.0
联合,1001,5,10.01
守初心,401,2,10.025
高等教育,401,2,10.025
北京理工大学,201,1,10.05
五四新青年,603,3,10.05
材料学院迎新晚会,201,1,10.05
爱以森,402,2,10.05
绿色宜居村镇技术创新,402,2,10.05
第五次全体会议,201,1,10.05
技研新阳,402,2,10.05
重庆大学附属中心医院第一批援鄂医疗队,201,1,10.05
工会游学,201,1,10.05
曾涛,201,1,10.05
王韬,201,1,10.05
第二届研究生委员会,201,1,10.05
系列大赛,201,1,10.05
边坡,201,1,10.05
担当,202,1,10.1
系列,202,1,10.1
研究生雅思任我行,202,1,10.1
中外合作,202,1,10.1
重庆大学辛辛那提大学联合学院,202,1,10.1
勤练功,202,1,10.1
升学,202,1,10.1
2019年走进图书馆,202,1,10.1
英语学习活动,202,1,10.1
大学文化,202,1,10.1
美方代表,202,1,10.1
寝室；走访,202,1,10.1
研究生新生培训,202,1,10.1
软件,2830,14,10.107142857142856
期刊社,608,3,10.133333333333333
技巧,203,1,10.15
装配式技术,203,1,10.15
风洞,203,1,10.15
七七抗战大礼堂,203,1,10.15
教育与培养专题会,203,1,10.15
中建海龙合作,203,1,10.15
亚太,203,1,10.15
求积元法,203,1,10.15
班子成员,203,1,10.15
筑肿瘤防治共同体,203,1,10.15
全球创新大赛,203,1,10.15
运动会开幕式,203,1,10.15
银行,203,1,10.15
中核四0四,203,1,10.15
2018级二班团日活动,203,1,10.15
工程应用,203,1,10.15
班委换届,203,1,10.15
微课,203,1,10.15
阅读分享,815,4,10.1875
光电学院,5304,26,10.2
全国人大,204,1,10.2
中心,204,1,10.2
浙江杭州,204,1,10.2
第七届研究生编程大赛初赛,204,1,10.2
学术交流活动,204,1,10.2
PS+摄影,204,1,10.2
加州大学伯克利分校,204,1,10.2
奖项,204,1,10.2
研究性学习,408,2,10.2
党建活动,408,2,10.2
知礼研雅学社,204,1,10.2
肿瘤防治,204,1,10.2
适宜卫生技术推广,204,1,10.2
花艺,204,1,10.2
二次会议,204,1,10.2
扶贫慰问,204,1,10.2
重庆市知识产权局,204,1,10.2
重庆大学九十华诞,204,1,10.2
个人价值,204,1,10.2
大类,409,2,10.225
数学与统计学院,1229,6,10.241666666666667
重庆新大正物业集团党支部,205,1,10.25
瑜伽,205,1,10.25
爱鸟周,205,1,10.25
主题组织生活,205,1,10.25
科博会,205,1,10.25
2019年暑假前,205,1,10.25
管委会教工二支部,205,1,10.25
机关党建,205,1,10.25
科普展品,205,1,10.25
锻炼,205,1,10.25
生物知识,206,1,10.3
抗疫战线,206,1,10.3
毕业论文,206,1,10.3
公共,206,1,10.3
新生教育,206,1,10.3
融合剧,206,1,10.3
老当益壮,206,1,10.3
安塞南沟村,206,1,10.3
你好,206,1,10.3
巡讲,206,1,10.3
旅游扶贫,206,1,10.3
公职类,1033,5,10.33
五四红旗团委,207,1,10.35
参访,207,1,10.35
机械工程学院；职业规划；就业指导,207,1,10.35
球场,207,1,10.35
中信大锰矿业,207,1,10.35
家乡宝藏,207,1,10.35
特色党日活动,621,3,10.35
塑造,207,1,10.35
就业帮扶工作,207,1,10.35
生态农业,207,1,10.35
第三,207,1,10.35
绿服队,414,2,10.35
环境专业,207,1,10.35
立足乡土,207,1,10.35
澳门,415,2,10.375
质量监督,415,2,10.375
姚连璧,208,1,10.4
信息素养大赛,208,1,10.4
社科学部,208,1,10.4
老同志参演,208,1,10.4
医学与健康,208,1,10.4
中国特色社会主义思想,208,1,10.4
炬心宣讲；红色故事；革命精神,208,1,10.4
无领导小组面试,208,1,10.4
邹进贵,208,1,10.4
精读一本书,208,1,10.4
基金申报动员,208,1,10.4
王明权,208,1,10.4
社会实践团,625,3,10.416666666666668
化学化工学院党委,417,2,10.425
网络中心,209,1,10.45
三下乡实践,209,1,10.45
科斯迈,418,2,10.45
舞蹈大赛,209,1,10.45
研究生入学教育,209,1,10.45
法学会,418,2,10.45
国庆观礼,209,1,10.45
节前,209,1,10.45
抓落实,209,1,10.45
中国心理学会,209,1,10.45
啦啦操比赛,209,1,10.45
文化育人,419,2,10.475
积极分子,1467,7,10.47857142857143
参赞,210,1,10.5
成长故事,210,1,10.5
90周年华诞,210,1,10.5
母亲节,420,2,10.5
建筑工程专业,210,1,10.5
短视频,210,1,10.5
家校育人,210,1,10.5
第38期,210,1,10.5
老干部艺术节,420,2,10.5
重庆大学管理科学与房地产学院迎新工作,210,1,10.5
研究生分团委书记联席会,210,1,10.5
学雷锋,210,1,10.5
修电脑,210,1,10.5
政治学习,630,3,10.5
媒体融合,210,1,10.5
重大法学院；法律援助；实践基地；,210,1,10.5
金科星光班,421,2,10.525
梁滩河,843,4,10.5375
营销赛,211,1,10.55
就业指导会,211,1,10.55
引线人,211,1,10.55
新冠疫情阻击防控,211,1,10.55
管科学院2019级军训慰问大会暨军营党校活动,211,1,10.55
热物理,211,1,10.55
小微企业,211,1,10.55
第五届全国高等学校教师图学与机械课程示范教学与创新教学法观摩竞赛,211,1,10.55
吴春梅老师,211,1,10.55
新中国成立70周年马克思主义理论,211,1,10.55
校篮球赛,211,1,10.55
习近平重要讲话,211,1,10.55
马克思主义研究分会,211,1,10.55
钱三强,422,2,10.55
电子商务竞赛,633,3,10.55
走进能源,211,1,10.55
勘测院,423,2,10.575
担使命,846,4,10.575
保卫,423,2,10.575
面试,423,2,10.575
离退休处,423,2,10.575
阅读推广,212,1,10.6
校领导深入2019年研究生迎新现场视察指导工作,212,1,10.6
工程制图大赛,212,1,10.6
不忘从教初心,212,1,10.6
旧衣回收活动,212,1,10.6
翻滚吧阅读,212,1,10.6
趣味文学交流大赛,212,1,10.6
牢记教育使命主题党日学习,212,1,10.6
机械工程学院；2019级；迎新活动；,212,1,10.6
福州大学,212,1,10.6
五彩石作文批改培训,212,1,10.6
进行时,425,2,10.625
地质灾害,850,4,10.625
主题教育活动,1064,5,10.64
观国庆阅兵,213,1,10.65
建管分队,426,2,10.65
公众,213,1,10.65
主题实践教育活动,213,1,10.65
人才宣讲会,213,1,10.65
预防指南,213,1,10.65
纪念建党97周年,213,1,10.65
国家科学技术,213,1,10.65
退休老师座谈会,426,2,10.65
看升旗仪式,213,1,10.65
特辑,213,1,10.65
创意设计,213,1,10.65
奖励,213,1,10.65
素质拓展活动,426,2,10.65
重庆大学90周年,213,1,10.65
助力,213,1,10.65
招生就业处,213,1,10.65
《新时代爱国主义教育实施纲要》,213,1,10.65
TOD,213,1,10.65
老年节,639,3,10.65
大数据与软件学院党委中心组,213,1,10.65
美国电影学院,213,1,10.65
制冷设备,213,1,10.65
空调,213,1,10.65
《土木与环境工程学报》,213,1,10.65
兼职导师,427,2,10.675
防疫,1068,5,10.68
学习研讨会,641,3,10.683333333333332
创意橡皮泥大赛,214,1,10.7
十九届四中,214,1,10.7
中建二局,214,1,10.7
卓越联盟教学创新大赛,214,1,10.7
心理电影分享,214,1,10.7
遂宁市,214,1,10.7
CCF,214,1,10.7
青知行,642,3,10.7
保研与考研,214,1,10.7
学报,214,1,10.7
化工,857,4,10.7125
渝港澳大学生,215,1,10.75
运动竞赛,215,1,10.75
Neville,215,1,10.75
艾滋病防控主题知识竞赛决赛,215,1,10.75
文件精神学习,215,1,10.75
管科学院：严格落实疫情防控,215,1,10.75
创业基地,430,2,10.75
曲风雅韵,215,1,10.75
求职面试,215,1,10.75
稳步推进线上教学,215,1,10.75
逐梦荷德奥,215,1,10.75
捐衣活动,215,1,10.75
出国（境）,215,1,10.75
2020年度,215,1,10.75
Pinto,215,1,10.75
网络强国,215,1,10.75
推优,215,1,10.75
书包保卫战,215,1,10.75
研究协,215,1,10.75
糯稻基地,215,1,10.75
易班编辑部,215,1,10.75
短期海外访学分享会,215,1,10.75
普法宣传,431,2,10.775
新颜,216,1,10.8
学生党建工作交流会,216,1,10.8
发展,648,3,10.8
第一次校园生活,216,1,10.8
大数据与软件,648,3,10.8
江山,216,1,10.8
江津区党校,216,1,10.8
社工基地,216,1,10.8
西南,216,1,10.8
符云清,216,1,10.8
送温暖活动,216,1,10.8
毕业生交流会,216,1,10.8
贵阳,433,2,10.825
海陆,433,2,10.825
重要讲话精神,217,1,10.85
南亚,217,1,10.85
专家咨询会,217,1,10.85
民主党派负责人联席会,217,1,10.85
幽兰戏曲社成立十周年,217,1,10.85
川剧艺术,217,1,10.85
条例,217,1,10.85
学业,868,4,10.85
红土地,217,1,10.85
建筑学会,217,1,10.85
院士大会,434,2,10.85
见闻,217,1,10.85
班心,217,1,10.85
新希望,217,1,10.85
啦啦操赛,217,1,10.85
推进工作,217,1,10.85
云班会,217,1,10.85
项目合作,217,1,10.85
压花,217,1,10.85
建言,217,1,10.85
评估会分会,217,1,10.85
一心家,434,2,10.85
郭明义爱心分队,217,1,10.85
中国共产党纪律处分,217,1,10.85
农村,217,1,10.85
讲党课,653,3,10.883333333333333
心理手语操比赛,218,1,10.9
在读证明,218,1,10.9
电子成绩单,218,1,10.9
就业推进会,218,1,10.9
荣誉日,218,1,10.9
学生发展,218,1,10.9
本科2016级,436,2,10.9
特殊时期,218,1,10.9
联合体,218,1,10.9
学生趣味运动会,218,1,10.9
国际竹藤组织园,218,1,10.9
支持,218,1,10.9
离退休同志,218,1,10.9
廉政基地,218,1,10.9
干部工作,218,1,10.9
素质提升,218,1,10.9
生日快乐,218,1,10.9
空间,218,1,10.9
世界园艺博览会,218,1,10.9
热议总书记回信,218,1,10.9
稻无穷,218,1,10.9
阅兵观礼,218,1,10.9
国家社科基金项目,218,1,10.9
实地考察,874,4,10.925
入党积极分子志愿服务,219,1,10.95
足球比赛,438,2,10.95
星期日,219,1,10.95
篮球友谊欢送赛,219,1,10.95
印象杯,219,1,10.95
思想政治课,219,1,10.95
学习培训,219,1,10.95
遏制新冠,438,2,10.95
党支部书记工作例会,219,1,10.95
联合主题党日,219,1,10.95
趣味经济学,219,1,10.95
礼仪文化,219,1,10.95
朋友圈,219,1,10.95
夏义民风景园林奖学金,219,1,10.95
校友面对面,219,1,10.95
就业启动会,219,1,10.95
唐朝诗人,219,1,10.95
战疫日记,3069,14,10.960714285714287
自然科学,439,2,10.975
接班人,439,2,10.975
博士生社会实践服务,439,2,10.975
中层干部,439,2,10.975
暑期赴垫江,439,2,10.975
英语演讲,439,2,10.975
信息素养,659,3,10.983333333333333
学术报告会,1538,7,10.985714285714288
建院,879,4,10.9875
奥雅纳工程顾问公司,220,1,11.0
大比分,220,1,11.0
民盟讲堂,220,1,11.0
科克,220,1,11.0
学科建设研讨会,220,1,11.0
年度工作总结大会,220,1,11.0
谅解备忘录,220,1,11.0
东京电机大学,220,1,11.0
云日创心,220,1,11.0
专项治理,220,1,11.0
研究生会代表,220,1,11.0
暑期社会实践团,220,1,11.0
沃土,220,1,11.0
